,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,price_per_meter
6584,Дмитров,1,9,1,31.8,3500000,1975,25.8,6.0,Дмитров,Дмитров,110062
6592,Дмитров,1,3,1,40.1,5000000,2023,23.0,15.0,Дмитров,Дмитров,124688
6596,Дмитров,17,17,1,36.4,5600000,2024,16.1,9.5,Дмитров,Дмитров,153846
6598,Дмитров,5,12,1,41.0,6150000,2023,16.0,10.0,Дмитров,Дмитров,150000
6599,Дмитров,3,5,1,29.0,3200000,1966,17.0,6.0,Дмитров,Дмитров,110344
6600,Дмитров,7,17,1,40.3,5600000,2013,20.0,11.0,Дмитров,Дмитров,138957
6601,Дмитров,2,4,1,40.0,5850000,2018,16.0,10.0,Дмитров,Лобня,146250
6602,Дмитров,1,9,1,38.3,3600000,2015,18.0,10.0,Дмитров,Дмитров,93994
6603,Дмитров,3,3,1,38.8,3700000,2013,16.3,10.3,Дмитров,Лобня,95360
6604,Дмитров,4,9,1,45.0,4600000,2014,25.0,10.0,Дмитров,Дмитров,102222
6606,Дмитров,5,9,1,32.1,4950000,1974,26.1,6.0,Дмитров,Дмитров,154205
6607,Дмитров,4,5,1,31.1,4400000,1969,25.1,6.0,Дмитров,Дмитров,141479
6608,Дмитров,8,9,1,36.8,4200000,1975,22.0,8.5,Дмитров,Дмитров,114130
6609,Дмитров,5,12,1,37.0,6150000,2023,17.0,9.5,Дмитров,Дмитров,166216
6610,Дмитров,8,14,1,33.2,5000000,2003,16.1,9.0,Дмитров,Лобня,150602
6611,Дмитров,3,3,1,42.9,3950000,2014,18.0,10.1,Дмитров,Дмитров,92074
6612,Дмитров,13,16,1,37.4,5800000,2020,17.7,9.6,Дмитров,Дмитров,155080
6615,Дмитров,5,12,1,30.0,4800000,2023,20.5,9.5,Дмитров,Дмитров,160000
6616,Дмитров,8,9,1,32.2,4750000,1978,18.0,6.7,Дмитров,Дмитров,147515
6617,Дмитров,9,17,1,35.0,4050000,2023,12.0,9.0,Дмитров,Дмитров,115714
6618,Дмитров,2,4,1,38.0,6250000,2022,18.0,9.0,Дмитров,Дмитров,164473
6619,Дмитров,3,3,1,33.0,4200000,2012,15.8,8.1,Дмитров,Дмитров,127272
6620,Дмитров,6,12,1,38.2,4700000,2009,17.0,10.4,Дмитров,Дмитров,123036
6621,Дмитров,5,5,1,31.4,4550000,1992,25.4,6.0,Дмитров,Дмитров,144904
6623,Дмитров,9,17,1,46.4,6100000,2018,22.7,11.0,Дмитров,Дмитров,131465
6625,Дмитров,9,9,1,35.6,4800000,2006,17.3,10.2,Дмитров,Лобня,134831
6626,Дмитров,9,9,1,37.0,4500000,1985,19.0,8.0,Дмитров,Дмитров,121621
6627,Дмитров,10,12,1,38.0,4850000,2009,15.9,17.1,Дмитров,Дмитров,127631
6628,Дмитров,2,12,1,37.0,4500000,2009,17.0,10.9,Дмитров,Дмитров,121621
6629,Дмитров,1,5,1,30.0,3699000,1963,24.0,6.0,Дмитров,Дмитров,123300
6630,Дмитров,8,9,1,35.3,5350000,2007,17.3,10.0,Дмитров,Дмитров,151558
6631,Дмитров,3,3,1,40.2,5300000,2021,14.5,13.1,Дмитров,Дмитров,131840
6632,Дмитров,10,11,1,41.3,5599000,2012,17.0,9.7,Дмитров,Дмитров,135569
6633,Дмитров,1,9,1,30.0,3800000,1980,24.0,6.0,Дмитров,Дмитров,126666
6634,Дмитров,17,17,1,43.6,4900000,2011,17.0,10.3,Дмитров,Дмитров,112385
6635,Дмитров,1,3,1,41.0,4300000,2021,18.0,12.0,Дмитров,Дмитров,104878
6636,Дмитров,9,9,1,41.2,5100000,2006,17.3,10.7,Дмитров,Дмитров,123786
6637,Дмитров,2,4,1,39.0,5500000,2010,20.0,10.0,Дмитров,Дмитров,141025
6638,Дмитров,10,17,1,41.4,4950000,2022,17.7,12.5,Дмитров,Дмитров,119565
6639,Дмитров,2,10,1,40.0,6300000,2004,20.0,10.0,Дмитров,Дмитров,157500
6640,Дмитров,3,5,1,30.0,3900000,1963,16.0,6.5,Дмитров,Дмитров,130000
6642,Дмитров,2,3,1,42.9,5050000,2014,18.0,8.0,Дмитров,Дмитров,117715
6644,Дмитров,10,17,1,43.8,5980000,2006,18.0,16.0,Дмитров,Дмитров,136529
6645,Дмитров,1,3,1,30.4,3500000,2020,15.8,7.8,Дмитров,Дмитров,115131
6646,Дмитров,4,4,1,40.0,5800000,2010,21.0,10.0,Дмитров,Дмитров,145000
6648,Дмитров,13,17,1,34.7,3900000,2024,11.6,9.0,Дмитров,Дмитров,112391
6649,Дмитров,10,12,1,38.0,4850000,2009,15.9,17.1,Дмитров,Дмитров,127631
6650,Дмитров,3,9,1,37.99,5200000,1988,17.7,7.3,Дмитров,Дмитров,136878
6651,Дмитров,4,17,1,42.0,5800000,2013,32.0,10.0,Дмитров,Дмитров,138095
6652,Дмитров,8,12,1,39.0,5500000,2005,20.4,10.0,Дмитров,Дмитров,141025
6653,Дмитров,1,3,1,38.7,3900000,2023,18.7,9.9,Дмитров,Дмитров,100775
6654,Дмитров,12,14,1,35.4,5750000,2002,26.4,9.0,Дмитров,Дмитров,162429
6656,Дубна,18,18,2,70.3,16500000,2007,58.3,12.0,Дубна,Дубна,234708
6657,Дубна,1,2,2,47.7,5500000,1952,33.0,4.1,Дубна,Дубна,115303
6660,Дубна,2,14,2,50.7,7000000,1973,32.0,8.0,Дубна,Дубна,138067
6663,Дубна,8,9,2,63.0,13500000,2004,34.0,11.0,Дубна,Дубна,214285
6665,Дубна,1,9,2,57.4,7800000,1976,30.0,9.0,Дубна,Дубна,135888
6666,Дубна,4,5,2,42.0,5500000,1967,35.9,6.1,Дубна,Дубна,130952
6668,Дубна,2,14,2,69.9,16100000,2014,41.9,12.1,Дубна,Дубна,230329
6669,Дубна,9,9,2,54.3,8200000,1995,30.0,8.1,Дубна,Дубна,151012
6671,Дубна,1,3,2,42.5,5990000,1959,28.0,6.0,Дубна,Дубна,140941
6673,Дубна,5,9,2,59.5,10500000,2014,31.8,9.6,Дубна,Дубна,176470
6674,Дубна,1,9,2,51.0,7480000,1984,43.3,7.7,Дубна,Дубна,146666
6675,Дубна,4,5,2,43.3,6800000,1975,27.4,5.0,Дубна,Дубна,157043
6676,Дубна,1,4,2,42.0,5500000,1960,29.0,5.0,Дубна,Дубна,130952
6677,Дубна,1,3,2,61.7,8000000,1956,36.1,5.9,Дубна,Дубна,129659
6679,Дубна,1,2,3,92.6,18800000,2009,56.5,10.6,Дубна,Дубна,203023
6680,Дубна,4,4,3,54.0,10250000,1964,34.0,20.0,Дубна,Дубна,189814
6682,Дубна,13,14,3,75.3,13200000,1982,48.8,9.1,Дубна,Дубна,175298
6683,Дубна,3,4,3,55.1,7600000,1956,37.0,4.5,Дубна,Дубна,137931
6685,Дубна,4,14,3,104.3,21400000,2021,59.7,17.0,Дубна,Дубна,205177
6686,Дубна,2,5,3,64.4,12700000,2004,50.0,8.5,Дубна,Дубна,197204
6688,Дубна,2,5,3,73.7,15500000,1959,50.5,7.8,Дубна,Дубна,210312
6689,Дубна,8,11,3,99.9,17000000,2017,62.0,13.5,Дубна,Дубна,170170
6692,Дубна,7,9,3,68.7,10500000,1999,51.0,14.0,Дубна,Дубна,152838
6694,Дубна,2,2,3,81.0,13500000,1953,52.0,10.0,Дубна,Дубна,166666
6695,Дубна,14,17,3,92.4,12750000,2020,52.6,9.7,Дубна,Дубна,137987
6697,Дубна,4,9,3,79.3,13800000,1997,51.6,8.1,Дубна,Дубна,174022
6699,Дубна,5,9,4,87.8,11850000,1999,54.4,11.4,Дубна,Дубна,134965
6700,Дубна,3,4,4,112.0,13000000,1940,102.0,10.0,Дубна,Дубна,116071
6702,Дубна,5,9,4,67.0,9250000,1976,50.0,5.0,Дубна,Дубна,138059
6703,Дубна,9,9,4,159.0,31900000,2020,60.0,50.0,Дубна,Дубна,200628
6704,Дубна,3,9,4,75.8,13500000,1984,50.0,9.3,Дубна,Дубна,178100
6705,Дубна,4,5,4,60.6,9000000,1967,43.7,7.3,Дубна,Дубна,148514
6706,Дубна,6,9,4,69.9,9050000,1976,49.1,6.8,Дубна,Дубна,129470
6710,Дубна,8,10,1,34.0,6000000,1970,18.2,7.8,Дубна,Дубна,176470
6711,Дубна,5,5,1,30.6,5000000,1968,18.2,6.1,Дубна,Дубна,163398
6712,Дубна,1,5,1,30.0,4200000,1964,16.0,6.0,Дубна,Дубна,140000
6713,Дубна,2,9,2,71.1,12300000,2005,34.0,15.1,Дубна,Дубна,172995
6714,Дубна,5,9,1,50.0,9550000,2019,25.0,10.0,Дубна,Дубна,191000
6716,Дубна,3,4,1,45.5,7100000,1956,18.0,10.0,Дубна,Дубна,156043
6717,Дубна,5,9,1,41.0,10700000,2010,18.0,11.0,Дубна,Дубна,260975
6719,Дубна,6,6,1,31.6,5800000,2003,18.0,6.5,Дубна,Дубна,183544
6721,Дубна,4,9,1,32.2,5210000,1978,15.0,6.0,Дубна,Дубна,161801
6730,Дубна,3,4,1,32.3,5900000,1963,18.0,6.0,Дубна,Дубна,182662
6731,Яхрома,4,5,2,44.3,5100000,1978,27.9,7.0,Яхрома,Яхрома,115124
6732,Яхрома,4,5,2,43.4,3650000,1980,28.9,6.3,Яхрома,Яхрома,84101
6733,Яхрома,5,5,2,36.2,3900000,1973,21.7,7.5,Яхрома,Яхрома,107734
6734,Яхрома,5,5,2,37.0,3500000,1978,21.0,5.6,Яхрома,Яхрома,94594
6735,Яхрома,5,5,2,43.7,3999000,1977,30.0,7.0,Яхрома,Яхрома,91510
6736,Яхрома,2,5,2,46.6,4300000,2022,28.0,8.0,Яхрома,Яхрома,92274
6737,Яхрома,3,6,2,48.9,5770000,2018,30.0,10.0,Яхрома,Яхрома,117995
6738,Яхрома,1,5,2,43.7,5000000,1974,24.0,6.0,Яхрома,Яхрома,114416
6739,Яхрома,3,9,2,53.0,6100000,2013,22.0,20.0,Яхрома,Яхрома,115094
6742,Яхрома,1,2,2,41.0,4400000,1969,25.0,6.0,Яхрома,Яхрома,107317
6743,Яхрома,5,5,2,43.7,4350000,1969,28.0,6.0,Яхрома,Яхрома,99542
6744,Яхрома,1,9,2,64.0,6149999,2013,39.0,18.0,Яхрома,Яхрома,96093
6746,Яхрома,4,9,2,66.0,7000000,2013,45.0,14.0,Яхрома,Яхрома,106060
6749,Яхрома,5,5,2,43.0,4100000,1977,28.0,6.0,Яхрома,Яхрома,95348
6750,Яхрома,2,2,2,37.0,3950000,1959,22.0,5.0,Яхрома,Яхрома,106756
6751,Дмитров,9,14,2,54.2,3500000,2023,36.2,18.0,д. Целеево,Дмитров,64575
6752,Яхрома,3,3,2,66.8,4500000,2015,21.2,25.6,с. Темпы,Яхрома,67365
6754,Яхрома,2,4,3,74.1,6800000,1960,52.0,8.0,Яхрома,Яхрома,91767
6755,Яхрома,5,6,3,86.0,8750000,2018,60.0,12.0,Яхрома,Яхрома,101744
6756,Яхрома,1,5,3,51.7,4350000,1975,37.4,6.6,Яхрома,Яхрома,84139
6757,Яхрома,4,5,3,69.7,7300000,1983,46.0,9.0,Яхрома,Яхрома,104734
6761,Яхрома,4,5,4,61.5,5450000,1973,44.3,7.0,Яхрома,Яхрома,88617
6762,Яхрома,5,5,4,59.1,6300000,1967,45.2,7.0,Яхрома,Яхрома,106598
6765,Дмитров,2,5,3,59.6,5950000,1971,43.0,6.0,Дмитров,Дмитров,99832
6766,Балашиха,8,17,2,60.0,8400000,2006,40.0,13.0,Балашиха,Щёлковская,140000
6767,Мытищи,11,15,1,22.0,5850000,2022,12.0,4.0,Мытищи,Медведково,265909
6769,Красногорск,11,22,1,40.1,8500000,2015,22.0,11.0,д. Путилково,Красногорск,211970
6770,Яхрома,4,5,1,48.0,6300000,2006,41.0,7.0,Яхрома,Яхрома,131250
6773,Яхрома,3,9,1,51.9,4700000,2013,17.0,19.0,Яхрома,Яхрома,90558
6776,Яхрома,5,5,1,28.4,3200000,1978,15.1,6.7,Яхрома,Яхрома,112676
6777,Клин,2,9,2,63.13,9000000,2021,33.3,13.5,Клин,Клин,142562
6779,Клин,6,9,2,43.3,5000000,2017,26.0,8.0,Клин,Клин,115473
6780,Клин,2,9,2,45.24,6350000,2023,27.0,8.1,Клин,Клин,140362
6782,Клин,4,5,2,44.0,5100000,1964,38.5,5.5,Клин,Клин,115909
6783,Клин,8,9,2,63.22,6600000,2019,36.1,11.3,Клин,Клин,104397
6785,Клин,1,5,2,56.0,5700000,1985,31.3,7.5,Клин,Клин,101785
6786,Клин,3,9,2,54.69,10000000,2024,30.3,12.2,Клин,Клин,182848
6787,Клин,1,5,2,45.0,4900000,1977,29.0,7.0,Клин,Клин,108888
6789,Клин,3,9,2,45.24,6350000,2024,27.0,8.1,Клин,Клин,140362
6791,Клин,4,5,2,44.0,4400000,1968,29.0,6.0,Клин,Клин,100000
6792,Клин,9,9,2,59.12,7400000,2023,30.7,11.5,Клин,Клин,125169
6793,Клин,4,5,2,43.3,5700000,1963,36.0,5.0,Клин,Клин,131639
6795,Клин,6,9,2,61.66,8840000,2021,33.2,11.6,Клин,Клин,143366
6797,Клин,4,4,2,48.3,5500000,2012,27.8,9.0,Клин,Клин,113871
6798,Клин,4,5,2,50.0,5000000,1984,30.0,7.0,Клин,Клин,100000
6800,Клин,3,5,2,45.0,4150000,1969,28.0,6.0,Клин,Клин,92222
6801,Клин,5,5,2,42.3,4000000,1969,26.0,5.9,Клин,Клин,94562
6802,Клин,3,5,2,44.2,6000000,1976,37.2,7.0,Клин,Клин,135746
6804,Клин,2,4,3,75.7,9500000,1959,57.7,8.0,Клин,Клин,125495
6805,Клин,6,9,3,68.2,7500000,1985,45.0,7.0,Клин,Клин,109970
6808,Клин,4,5,3,61.8,6800000,1980,52.8,9.0,Клин,Клин,110032
6809,Клин,3,4,3,66.0,6915000,2012,41.8,8.4,Клин,Клин,104772
6810,Клин,3,3,3,150.0,10900000,2004,90.0,20.0,Клин,Клин,72666
6811,Клин,3,4,3,88.7,12300000,2003,68.7,20.0,Клин,Клин,138669
6812,Клин,2,5,3,61.5,6300000,1976,45.1,6.0,Клин,Клин,102439
6813,Клин,5,5,3,72.0,7900000,1956,63.0,9.0,Клин,Клин,109722
6814,Клин,2,5,3,52.4,5000000,1964,37.4,7.1,Клин,Клин,95419
6816,Клин,5,5,3,71.4,7300000,1982,45.1,7.5,Клин,Клин,102240
6818,Клин,2,10,3,70.4,7200000,2002,40.0,12.0,Клин-5 городок,Клин,102272
6822,Клин,8,10,3,71.0,12000000,2003,46.0,12.0,Клин,Клин,169014
6823,Клин,5,6,4,121.0,10395000,2000,54.4,19.3,Клин,Клин,85909
6824,Клин,4,4,4,110.0,12300000,1957,57.0,10.0,Клин,Клин,111818
6825,Клин,9,9,4,105.5,14500000,2016,62.0,13.0,Клин,Клин,137440
6826,Клин,2,9,4,69.7,6500000,1982,50.3,6.6,Клин,Клин,93256
6827,Клин,4,4,4,81.6,10100000,2013,53.0,12.0,Клин,Клин,123774
6828,Клин,5,5,4,59.8,5500000,1976,53.8,6.0,Клин,Клин,91973
6830,Клин,1,4,4,154.0,10500000,2008,9.0,32.0,Клин,Ховрино,68181
6831,Клин,2,5,4,87.0,7800000,1987,69.0,7.0,Клин,Клин,89655
6832,Клин,8,9,4,66.9,7500000,1976,56.900000000000006,10.0,Клин,Клин,112107
6833,Клин,3,9,4,70.0,8630000,1979,63.4,6.6,Клин,Клин,123285
6834,Клин,2,5,4,87.0,7800000,1987,80.0,7.0,Клин,Клин,89655
6835,Клин,2,5,2,43.0,5000000,1963,30.0,7.5,Клин,Клин,116279
6836,Клин,2,9,2,63.45,7940000,2021,33.3,13.5,Клин,Клин,125137
6839,Клин,17,18,5,159.0,19000000,2011,136.0,20.0,Клин,Войковская,119496
6840,Клин,4,4,5,117.9,15210000,1957,96.9,16.0,Клин,Клин,129007
6841,Клин,4,4,5,117.0,15210000,1957,100.0,16.0,Клин,Клин,130000
6842,Клин,2,5,3,52.0,4500000,1980,37.0,5.0,Клин,Клин,86538
6843,Клин,9,11,1,50.6,7550000,2014,21.8,13.4,Клин,Клин,149209
6845,Клин,5,10,1,44.9,7100000,2012,31.9,13.0,Клин,Клин,158129
6849,Клин,4,4,1,25.2,2999000,2011,14.0,9.0,Клин,Клин,119007
6850,Клин,4,9,1,29.7,3700000,2017,20.0,3.0,Клин,Клин,124579
6852,Клин,9,9,1,30.5,4400000,2017,14.0,6.0,Клин,Клин,144262
6854,Клин,11,15,1,26.0,4250000,2019,14.0,7.0,Клин,Клин,163461
6860,Клин,2,12,1,30.4,4650000,2017,25.4,5.0,Клин,Клин,152960
6862,Клин,2,9,1,20.6,2650000,1975,11.5,4.0,Клин,Клин,128640
6863,Клин,2,9,1,20.8,2400000,1975,15.8,5.0,Клин,Клин,115384
6867,Клин,4,9,1,32.6,3450000,1981,18.0,6.5,Клин,Клин,105828
6868,Клин,4,4,1,28.5,3150000,2014,15.0,8.0,Клин,Клин,110526
6869,Клин,7,9,1,32.05,4490000,2023,14.4,6.9,Клин,Клин,140093
6871,Клин,3,5,1,31.0,3500000,1966,17.1,6.3,Клин,Клин,112903
6873,Клин,4,4,1,31.9,4600000,2011,15.1,8.0,Клин,Клин,144200
6874,Клин,5,9,1,28.32,3990000,2024,14.4,6.7,Клин,Клин,140889
6875,Клин,4,4,1,29.2,3150000,2014,15.0,8.0,Клин,Клин,107876
6876,Клин,1,3,1,31.9,3300000,1960,18.5,6.0,Клин,Клин,103448
6877,Лобня,5,5,2,40.6,5950000,1969,35.1,5.5,Лобня,Лобня,146551
6878,Лобня,14,17,2,54.0,6799995,2021,31.0,10.0,Лобня,Лобня,125925
6879,Лобня,6,7,2,92.0,14600000,2002,65.0,22.0,Лобня,Лобня,158695
6880,Лобня,3,14,2,57.5,7200000,2004,47.5,10.0,Лобня,Лобня,125217
6881,Лобня,3,19,2,63.0,11200000,2016,33.7,12.9,Лобня,Лобня,177777
6882,Лобня,2,12,2,48.0,7900000,1972,30.0,6.0,Лобня,Лобня,164583
6883,Лобня,2,5,2,45.0,5990000,1967,39.8,5.2,Лобня,Лобня,133111
6885,Лобня,15,23,2,63.4,10300000,2013,37.0,14.0,Лобня,Лобня,162460
6886,Лобня,17,17,2,62.8,9900000,2010,33.2,12.9,Лобня,Лобня,157643
6887,Лобня,6,9,2,38.0,7200000,1966,29.0,9.0,Лобня,Лобня,189473
6888,Лобня,8,14,2,52.3,7899999,2009,20.0,15.0,Лобня,Лобня,151051
6889,Лобня,1,5,2,45.3,5200000,1966,32.0,6.0,Лобня,Лобня,114790
6890,Лобня,4,4,2,45.5,5800000,1963,29.0,6.1,Лобня,Лобня,127472
6891,Лобня,3,3,2,45.0,5900000,1958,28.0,8.0,Лобня,Лобня,131111
6895,Лобня,14,19,2,59.0,7900000,2012,32.0,12.0,Лобня,Лобня,133898
6896,Лобня,5,5,2,47.0,6500000,1969,36.0,7.1,Лобня,Лобня,138297
6897,Лобня,6,14,2,60.8,8200000,2005,33.0,10.9,Лобня,Лобня,134868
6899,Лобня,4,5,2,45.0,7200000,1971,30.0,7.0,Лобня,Лобня,160000
6903,Лобня,4,5,2,37.0,5800000,1968,22.0,6.0,Лобня,Лобня,156756
6904,Лобня,13,16,2,50.2,9600000,1982,27.2,11.0,Лобня,Лобня,191235
6905,Лобня,3,14,2,57.8,8500000,2005,32.8,9.0,Лобня,Лобня,147058
6906,Лобня,6,9,2,54.6,6350000,1992,28.0,8.0,Лобня,Лобня,116300
6907,Лобня,17,17,2,61.6,10700000,2011,34.3,9.9,Лобня,Лобня,173701
6908,Лобня,7,17,2,60.6,8900000,2015,34.0,13.0,Лобня,Лобня,146864
6910,Лобня,6,9,2,43.5,7600000,1980,27.2,6.0,Лобня,Лобня,174712
6912,Лобня,5,5,2,43.0,5500000,1965,29.0,6.0,Лобня,Лобня,127906
6914,Лобня,9,20,2,69.7,9700000,2008,37.8,11.0,Лобня,Лобня,139167
6915,Лобня,9,10,2,59.6,9100000,2011,27.3,9.2,Лобня,Лобня,152684
6916,Лобня,2,5,2,38.3,5850000,1971,22.3,7.0,Лобня,Лобня,152741
6917,Лобня,4,5,2,45.0,8000000,1979,39.0,6.0,Лобня,Лобня,177777
6918,Лобня,5,5,2,43.6,5550000,1973,29.0,5.0,Лобня,Лобня,127293
6919,Лобня,9,15,2,63.1,9700000,2012,30.8,10.0,Лобня,Лобня,153724
6920,Лобня,4,17,2,46.8,8650000,2019,12.0,23.0,Лобня,Лобня,184829
6921,Лобня,5,5,2,40.5,6300000,1968,28.0,5.7,Лобня,Лобня,155555
6922,Лобня,17,17,2,53.8,7300000,2022,29.7,10.4,Лобня,Лобня,135687
6923,Лобня,8,17,2,63.8,10900000,2011,33.6,12.9,Лобня,Лобня,170846
6924,Лобня,15,17,2,62.2,12000000,2022,33.0,12.0,Лобня,Лобня,192926
6925,Лобня,2,5,2,45.0,6600000,1971,29.0,6.7,Лобня,Лобня,146666
6926,Лобня,6,17,2,61.2,10000000,2012,32.0,9.8,Лобня,Лобня,163398
6927,Лобня,13,17,2,54.0,9800000,2022,30.0,10.4,Лобня,Лобня,181481
6928,Лобня,3,6,2,77.1,14900000,2001,48.0,13.0,Лобня,Лобня,193255
6929,Лобня,9,15,2,63.1,9700000,2012,30.8,10.0,Лобня,Лобня,153724
6930,Лобня,1,9,3,87.3,12450000,2005,58.7,13.5,Лобня,Лобня,142611
6931,Лобня,4,5,3,60.0,7000000,1975,54.0,6.0,Лобня,Лобня,116666
6932,Лобня,1,5,3,55.5,8000000,1966,37.8,5.4,Лобня,Лобня,144144
6935,Лобня,15,18,3,90.0,14500000,2017,51.0,15.0,Лобня,Лобня,161111
6936,Лобня,4,9,3,73.0,11700000,1986,41.0,11.0,Лобня,Лобня,160273
6939,Лобня,8,17,3,74.4,11700000,1993,64.4,10.0,Лобня,Лобня,157258
6942,Лобня,7,16,3,82.2,13500000,2011,62.2,20.0,Лобня,Лобня,164233
6943,Лобня,9,17,3,74.1,12500000,2010,45.0,12.8,Лобня,Лобня,168690
6944,Лобня,6,14,3,63.6,8550000,1976,43.0,9.5,Лобня,Лобня,134433
6948,Лобня,1,5,3,62.1,7400000,1978,45.7,5.9,Лобня,Лобня,119162
6949,Лобня,12,17,3,77.4,13200000,2010,66.80000000000001,10.6,Лобня,Лобня,170542
6950,Лобня,4,19,3,92.0,12990000,2014,65.0,12.0,Лобня,Лобня,141195
6951,Лобня,1,14,3,75.0,14400000,2003,60.0,12.6,Лобня,Лобня,192000
6953,Лобня,15,17,3,65.0,12000000,2018,33.9,23.9,Лобня,Лобня,184615
6954,Лобня,3,5,3,50.6,7300000,1967,37.3,6.3,Лобня,Лобня,144268
6955,Лобня,4,5,3,59.7,7500000,1953,35.0,7.0,Лобня,Лобня,125628
6956,Лобня,3,5,3,58.2,7990000,1960,37.3,6.2,Лобня,Лобня,137285
6957,Лобня,5,5,3,69.0,8200000,1987,44.0,10.0,Лобня,Лобня,118840
6958,Лобня,3,9,3,66.0,8700000,1988,41.0,9.0,Лобня,Лобня,131818
6959,Лобня,3,12,3,65.5,8800000,1971,43.1,9.4,Лобня,Лобня,134351
6960,Дмитров,5,5,3,81.4,7999999,2017,42.6,10.5,с. Озерецкое,Дмитров,98280
6961,Лобня,12,17,1,27.0,6200000,2021,17.0,5.0,Лобня,Лобня,229629
6965,Одинцово,14,17,3,92.3,21900000,2016,57.0,12.7,Одинцово,Сколково,237269
6966,Одинцово,25,26,3,86.3,23900000,2021,48.1,11.0,Одинцово,Одинцово,276940
6967,Одинцово,5,12,3,81.0,16178000,1998,57.0,13.0,Одинцово,Одинцово,199728
6969,Одинцово,12,22,2,65.7,16600000,2022,35.9,10.9,Одинцово,Баковка,252663
6970,Одинцово,6,24,2,71.0,18500000,2014,33.0,17.0,Одинцово,Баковка,260563
6971,Одинцово,11,17,3,97.7,23990000,2001,63.5,12.8,Одинцово,Одинцово,245547
6972,Одинцово,14,24,3,102.3,21400000,2011,86.3,16.0,Одинцово,Одинцово,209188
6973,Одинцово,2,25,4,90.0,17000000,2020,69.0,21.0,Одинцово,Внуково,188888
6974,Одинцово,6,17,3,95.0,22000000,2005,50.0,15.0,Одинцово,Баковка,231578
6975,Одинцово,10,17,3,95.3,17800000,2003,80.3,15.0,Одинцово,Баковка,186778
6976,Одинцово,15,27,3,83.7,25000000,2017,53.0,17.0,Одинцово,Одинцово,298685
6977,Одинцово,5,12,3,72.4,15000000,1986,56.1,8.2,Одинцово,Одинцово,207182
6982,Одинцово,5,24,1,29.97,7487764,2024,23.77,6.2,Одинцово,Одинцово,249841
6983,Одинцово,15,26,1,28.8,7500000,2022,20.0,6.0,Минское,Одинцово,260416
6984,Одинцово,17,22,1,29.6,6300000,2015,19.6,10.0,Одинцово,Одинцово,212837
6985,Одинцово,13,25,1,23.7,6369626,2022,18.7,5.0,Одинцово,Баковка,268760
6986,Одинцово,19,22,1,29.3,7900000,2015,18.7,3.1,Одинцово,Одинцово,269624
6987,Одинцово,20,26,1,21.8,5750000,2023,10.8,6.0,Одинцово,Внуково,263761
6989,Одинцово,13,25,1,19.6,5000000,2023,10.1,4.5,Одинцово,Внуково,255102
6992,Одинцово,1,22,1,25.0,6800000,2018,19.0,3.0,Одинцово,Сколково,272000
6994,Одинцово,16,16,1,26.3,6019359,2024,12.6,6.3,Одинцово,Внуково,228872
6996,Одинцово,6,18,1,23.3,6450000,2022,13.3,5.0,Одинцово,Внуково,276824
6997,Одинцово,20,25,1,20.2,5500000,2022,16.2,4.0,путь до Москвы займет всего 10 минут,Одинцово,272277
6998,Одинцово,17,25,1,30.9,6700000,2022,17.9,8.0,Одинцово,Одинцово,216828
7000,Одинцово,5,27,1,25.2,7500000,2018,19.0,6.0,Одинцово,Сколково,297619
7001,Орехово-Зуево,6,9,2,43.3,5200000,1974,27.4,7.0,мкр. Мадонский,Орехово-Зуево,120092
7003,Орехово-Зуево,5,5,2,39.9,4500000,1968,33.9,6.0,мкр. Карболит,Орехово-Зуево,112781
7004,Орехово-Зуево,3,9,2,52.4,5500000,1989,27.0,8.0,мкр. Текстильщик,Орехово-Зуево,104961
7005,Орехово-Зуево,4,5,2,46.4,4400000,1972,36.0,6.0,мкр. Воронцовско-Пролетарский,Орехово-Зуево,94827
7006,Орехово-Зуево,2,2,2,43.0,2700000,1962,37.0,6.0,мкр. Воронцовско-Пролетарский,Орехово-Зуево,62790
7011,Орехово-Зуево,4,6,2,52.0,6900000,2018,35.0,17.0,Орехово-Зуево,Орехово-Зуево,132692
7013,Орехово-Зуево,2,4,2,43.0,4100000,1963,30.0,6.0,Орехово-Зуево,Орехово-Зуево,95348
7014,Орехово-Зуево,2,2,2,48.8,3600000,1954,41.3,7.5,Орехово-Зуево,Орехово-Зуево,73770
7015,Орехово-Зуево,4,9,2,43.6,5449000,1973,27.3,7.1,мкр. Парковский,Орехово-Зуево,124977
7016,Орехово-Зуево,5,5,2,44.7,3700000,1965,29.2,5.7,мкр. Воронцовско-Пролетарский,Орехово-Зуево,82774
7017,Орехово-Зуево,2,2,2,43.0,2850000,1959,20.0,5.0,Орехово-Зуево,Орехово-Зуево,66279
7018,Орехово-Зуево,4,5,2,45.0,3599000,1966,30.0,6.0,мкр. Воронцовско-Пролетарский,Орехово-Зуево,79977
7019,Орехово-Зуево,1,5,2,46.3,3700000,1968,30.8,6.0,мкр. Воронцовско-Пролетарский,Орехово-Зуево,79913
7020,Орехово-Зуево,1,4,2,43.4,3450000,1960,28.8,6.0,Орехово-Зуево,Орехово-Зуево,79493
7021,Орехово-Зуево,3,3,2,54.8,5400000,2014,32.0,9.0,мкр. Воронцовско-Пролетарский,Орехово-Зуево,98540
